sample_id,Staphylococcus_epidermidis,Streptococcus_oralis,Corynebacterium_striatum,Cutibacterium_acnes,Rothia_dentocariosa,Neisseria_sicca,Micrococcus_luteus,Streptococcus_mitis,Haemophilus_parainfluenzae,Lactobacillus_gasseri,Clostridium_perfringens,Clostridium_difficile,Bacteroides_fragilis,Parvimonas_micra,Peptostreptococcus_anaerobius,Escherichia_coli,Klebsiella_pneumoniae,Proteus_mirabilis,Morganella_morganii,Enterococcus_faecalis,Wohlfahrtiimonas_chitiniclastica,Ignatzschineria_larvae,Fusobacterium_nucleatum,Prevotella_melaninogenica,Acinetobacter_baumannii,Pseudomonas_fluorescens,Pseudomonas_putida,Bacillus_subtilis,Bacillus_cereus,Flavobacterium_succinicans,Sphingobacterium_multivorum,Chryseobacterium_gleum,Streptomyces_albus,Nocardia_asteroides,Planococcus_halocryophilus,Pedobacter_heparinus,Cellulomonas_flavigena,Arthrobacter_globiformis,Burkholderia_cepacia,Rhizobium_radiobacter,Brevibacterium_casei,Corynebacterium_jeikeium,Streptococcus_constellatus,Propionibacterium_avidum,Serratia_marcescens,Staphylococcus_aureus,Treponema_denticola,Campylobacter_rectus,Filifactor_alocis,Prevotella_intermedia
SAMP_9027,18,8,58,6,3,4,9,2,0,1,3307,3005,1514,1623,1966,1811,1418,1505,1198,1365,1910,1259,438,827,619,134,102,166,161,44,25,10,5,3,17,30,7,6,33,4,1414,1039,787,584,0,0,0,0,0,0
SAMP_9028,3051,3282,2845,2572,1533,1082,946,1892,735,847,1432,964,474,198,413,917,283,137,295,1015,181,289,324,237,27,9,9,12,21,4,6,1,0,1,2,3,0,1,1,0,1857,974,714,1179,0,0,0,0,0,0
SAMP_9029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3281,2887,2950,2580,2070,2231,2078,1927,1689,1888,1151,1537,1624,1270,1591,1400,1071,619,537,720,0,0,0,0,0,0
SAMP_9030,39,24,66,32,11,4,7,12,2,8,2134,566,1647,953,978,833,689,877,432,1175,568,621,442,869,75,36,19,37,43,11,6,3,1,1,4,3,2,0,5,2,377,565,208,351,43,0,0,0,0,0
SAMP_9031,836,264,689,717,129,58,213,118,22,76,3323,2856,1606,2606,1369,3079,2913,1138,1114,2759,681,891,1297,1492,137,65,22,66,69,17,10,4,1,2,3,7,1,9,8,0,857,650,586,673,0,0,0,0,0,0
SAMP_9032,0,0,0,0,0,0,0,0,0,0,94,372,374,12,69,15,4,221,655,64,1876,891,0,7,2245,909,700,873,813,327,319,243,121,75,253,139,36,123,225,13,442,757,453,419,0,0,0,0,0,0
SAMP_9033,318,294,568,298,104,44,135,88,26,57,2141,1202,543,1098,529,695,794,295,542,1048,332,388,817,1084,39,14,19,19,24,3,3,1,3,1,0,3,0,0,4,0,364,397,636,395,0,0,0,0,0,0
SAMP_9034,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0,139,46,0,0,5031,5929,5364,3025,4374,4369,3651,2769,2574,2627,1702,2812,1101,2362,2365,967,1989,1927,1270,1494,242,0,0,0,0,0
SAMP_9035,67,36,172,77,6,7,35,19,4,5,1549,1412,1739,589,554,1271,1113,508,426,1156,405,733,354,709,88,62,26,26,36,16,5,4,1,1,7,14,0,4,11,2,384,437,139,277,0,0,0,0,0,0
SAMP_9036,0,1,0,1,0,0,0,0,0,0,361,1039,1241,115,388,206,92,1216,1234,672,2214,912,12,40,922,435,271,483,676,130,78,61,37,32,42,115,13,49,141,2,618,408,349,412,0,0,52,0,0,0
SAMP_9037,3054,2198,2163,2251,1113,801,1405,1163,603,675,1898,1080,445,219,264,1076,246,219,170,310,198,212,512,172,41,7,6,10,21,1,0,1,1,0,1,1,0,1,5,0,1028,1207,952,873,0,0,0,0,0,0
SAMP_9038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3000,1513,2491,2215,2372,1268,954,1922,1619,1157,892,970,1084,1136,852,736,684,461,633,327,0,0,0,0,0,0
SAMP_9039,0,0,0,0,0,0,0,0,0,0,66,425,434,16,93,41,31,459,625,214,1439,1696,0,12,2150,689,998,650,1550,408,209,219,152,47,215,203,42,95,225,18,523,555,632,339,0,0,0,0,0,0
SAMP_9040,1212,1331,1261,686,226,164,346,396,139,345,1617,935,414,217,338,503,454,210,176,531,159,178,445,293,18,8,5,11,13,4,2,0,0,0,0,1,0,1,3,0,688,563,421,252,0,0,0,0,0,0
SAMP_9041,1751,1047,1474,1060,317,380,801,472,240,225,1100,516,134,193,208,999,286,141,158,394,97,125,134,178,20,9,7,8,10,1,1,2,0,0,0,1,0,2,8,0,625,617,617,527,0,0,0,0,0,0
SAMP_9042,548,389,1057,499,148,74,289,259,71,169,3401,1453,1763,866,888,1508,1381,1014,473,1254,341,865,1741,1013,84,40,14,40,55,5,4,2,1,1,0,5,0,2,2,0,847,697,906,901,0,0,0,0,0,0
SAMP_9043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3963,2268,2176,2004,2310,1031,1464,1405,1527,1507,614,1767,524,924,737,1233,749,563,309,552,0,0,0,0,0,0
SAMP_9044,651,595,754,525,378,244,316,311,136,149,1738,969,878,402,542,1379,483,319,324,941,255,429,1263,988,52,7,7,13,26,1,1,0,2,0,0,4,0,0,2,0,646,562,313,549,0,0,0,0,0,0
SAMP_9045,18,10,41,29,2,0,7,1,1,5,1338,2276,1626,971,1036,1137,926,772,772,1095,854,856,455,529,166,104,43,88,101,9,9,4,11,4,3,4,1,4,14,0,469,466,367,302,67,0,0,0,0,0
SAMP_9046,4929,2426,2185,1724,1782,1471,1821,1559,1059,663,650,333,191,69,165,658,147,66,156,270,87,55,154,113,40,8,3,11,15,0,0,1,0,1,1,2,0,3,0,1,1440,909,499,1058,0,0,0,33,0,0
SAMP_9047,254,146,498,233,57,36,119,62,12,48,2758,1321,1476,702,654,1173,1334,508,682,1163,275,828,852,629,65,26,24,40,36,3,4,1,4,1,1,3,1,1,7,0,299,369,583,391,0,25,0,0,0,0
SAMP_9048,9,4,9,16,0,1,4,2,1,1,2066,1855,2055,943,1485,728,605,1446,1594,1779,1485,1400,342,580,290,150,120,195,240,22,32,24,12,5,22,31,0,23,46,2,495,524,591,357,0,0,0,0,0,44
SAMP_9049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2368,2133,2207,2629,1790,1562,1237,1678,1755,1621,801,1587,807,1741,1249,1248,720,826,469,561,0,0,0,0,0,0
SAMP_9050,29,17,39,30,5,2,7,7,6,0,6491,3177,3617,1735,2337,1581,1760,2296,2813,2628,1903,3121,860,1168,448,242,63,239,154,63,29,17,9,13,7,45,1,11,49,2,723,632,589,788,0,0,0,0,0,0
SAMP_9051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,39,36,0,0,1496,1015,2057,1225,1123,884,982,617,511,706,422,1066,383,1033,552,376,772,609,496,398,0,0,0,0,0,0
SAMP_9052,7,8,27,16,1,2,4,1,1,1,2450,1850,3044,854,1068,779,1415,1843,1851,1917,1254,1590,529,708,378,153,115,176,214,41,46,15,12,8,24,16,3,12,23,1,699,683,403,468,0,0,0,0,0,0
SAMP_9053,2696,1767,1638,1877,1200,816,1045,807,546,859,813,417,93,98,111,385,226,149,104,235,92,117,316,158,13,4,8,7,10,8,0,1,0,0,0,1,0,0,1,1,1121,945,690,910,0,0,0,0,0,0
SAMP_9054,147,93,163,81,19,16,52,38,7,10,1667,519,432,383,513,572,452,168,251,737,367,284,500,466,49,7,10,17,12,5,3,3,0,0,0,0,0,0,3,0,277,311,158,333,0,0,0,0,0,0
SAMP_9055,1,1,2,5,1,0,0,0,1,0,658,1010,1186,360,278,375,238,733,945,449,1255,1413,37,226,521,374,151,184,184,50,58,11,13,8,18,40,2,6,51,2,381,416,273,352,0,0,0,0,0,0
SAMP_9056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1877,1878,1425,995,724,1068,681,635,1090,606,524,693,483,977,337,475,359,396,286,333,106,0,0,0,0,0
SAMP_9057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4741,2351,2176,1920,2170,1314,1911,1245,1823,1612,1097,1151,870,1402,879,559,842,630,401,662,0,0,0,0,0,0
SAMP_9058,1132,588,1797,1153,379,194,587,392,124,113,1429,854,893,580,610,1233,387,439,327,566,355,526,775,711,34,12,12,25,18,1,2,3,2,0,0,4,0,0,1,0,761,891,528,856,0,0,0,0,0,0
SAMP_9059,1478,1066,1139,716,461,207,346,742,188,281,1206,636,532,237,177,691,436,180,152,295,98,288,502,211,24,13,6,19,6,0,1,1,1,1,1,3,0,1,1,0,618,447,322,490,0,31,0,0,0,0
SAMP_9060,1372,1177,2163,991,358,413,788,1089,152,275,2639,859,451,594,564,823,854,520,228,835,345,672,1033,559,66,33,10,20,20,4,5,1,2,0,1,2,0,3,1,0,1369,1098,759,1114,0,0,0,0,0,0
SAMP_9061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,1105,545,324,625,578,464,383,267,422,169,187,469,144,256,123,168,254,216,140,236,0,0,0,0,0,0
SAMP_9062,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,93,28,0,0,2916,3435,3360,1585,2636,1121,1271,1087,1017,554,899,811,597,1002,1241,359,805,827,624,877,0,0,0,0,0,0
SAMP_9063,0,1,1,0,0,0,0,0,0,0,489,2414,1680,130,365,250,30,2142,1675,732,2769,2365,5,89,3496,2375,1486,2000,2253,599,407,227,187,91,205,430,50,135,487,29,2124,1486,1305,1706,0,0,0,0,0,0
SAMP_9064,126,95,217,118,26,26,59,30,6,31,1338,1274,545,582,679,556,655,402,259,981,276,347,933,544,52,24,8,28,20,6,1,0,0,0,1,1,0,0,5,0,288,391,404,345,0,0,0,0,0,36
SAMP_9065,59,24,85,50,8,2,26,24,4,2,3415,2648,2460,1841,1670,1518,1422,1702,1597,2189,913,2147,1154,1214,580,193,80,109,155,25,36,3,11,6,14,8,0,4,19,6,1018,1144,355,635,0,0,76,0,0,0
SAMP_9066,140,89,167,96,19,22,39,20,11,10,3569,2238,1795,1513,1509,1169,1314,976,677,3009,1054,1295,952,1172,201,88,35,42,115,17,13,2,10,5,6,10,1,4,14,1,743,452,535,565,0,0,0,0,0,0
SAMP_9067,1287,730,1296,765,412,237,456,251,113,293,2052,965,528,529,780,1279,686,380,276,1034,152,342,842,565,59,15,13,18,35,5,1,4,1,0,2,5,1,2,6,0,762,516,533,501,0,0,0,0,0,0
SAMP_9068,7,2,9,3,1,0,0,0,0,1,968,1091,611,368,467,398,423,772,992,631,804,600,107,262,151,98,55,105,126,10,13,11,2,3,4,17,1,10,13,0,267,269,278,184,0,0,0,0,0,0
SAMP_9069,3332,3359,3697,1925,3227,973,1049,1904,1005,839,932,444,222,91,187,522,110,121,136,375,91,149,217,274,21,12,13,11,15,2,1,0,1,0,1,0,0,0,5,0,1207,1216,845,661,74,0,0,0,0,0
SAMP_9070,3321,1621,2890,2092,808,795,782,1625,490,679,1753,722,513,384,469,1952,729,185,338,875,164,341,533,355,17,13,16,17,15,4,1,2,0,0,3,2,0,0,1,1,1285,604,564,1005,0,0,0,0,0,0
SAMP_9071,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,127,28,0,0,3785,2448,1042,1700,1302,1757,1181,616,1147,411,794,1321,361,810,1069,303,643,454,460,478,38,0,0,0,0,0
SAMP_9072,0,0,1,0,0,0,0,0,0,0,31,232,196,7,40,19,5,372,465,46,737,662,0,7,1491,842,727,1465,1334,418,297,166,129,68,126,272,16,126,334,23,613,451,499,388,0,0,0,0,0,0
SAMP_9073,40,35,89,90,13,3,21,14,0,5,2803,1039,1851,784,695,954,571,843,575,1307,503,701,293,555,88,25,23,60,52,8,4,3,5,1,6,5,0,2,14,0,641,464,395,291,0,0,0,8,0,0
SAMP_9074,34,23,43,38,10,1,18,3,2,6,2134,1187,1831,612,471,796,646,935,712,1262,631,961,522,563,174,27,34,54,99,22,10,9,4,3,1,9,0,7,9,0,376,422,235,260,0,0,0,0,0,0
SAMP_9075,877,315,902,1283,214,105,304,163,61,109,3563,1708,1144,750,958,1935,1968,1001,1205,926,285,739,1151,1249,75,25,36,50,53,11,7,2,1,0,6,4,1,7,14,0,1059,623,899,746,0,0,0,0,0,0
SAMP_9076,0,0,0,0,0,0,0,0,0,0,88,453,171,6,55,18,5,249,1069,118,2123,1645,0,1,3500,2057,2623,3795,1426,816,1018,476,355,213,423,371,94,485,641,67,1451,1834,839,1021,0,0,0,0,0,0
SAMP_9077,0,0,0,0,0,0,0,0,0,0,0,8,5,1,0,1,0,6,33,4,108,118,0,0,2264,1499,1222,654,715,966,527,362,396,164,498,594,115,451,530,78,418,308,329,259,0,0,0,0,0,0
SAMP_9078,0,0,0,0,0,0,0,0,0,0,56,180,176,6,29,11,0,316,432,73,1404,1176,0,6,2874,2467,630,2201,1912,624,755,334,284,168,331,525,106,292,653,49,758,839,724,657,0,0,0,0,0,63
SAMP_9079,0,0,0,0,0,0,0,0,0,1,799,2766,4360,190,742,376,126,2303,2735,1910,4193,5368,9,59,8290,2781,3815,2799,3259,894,398,379,298,185,236,748,102,281,990,68,2404,3955,2008,1615,0,0,0,0,0,0
SAMP_9080,2047,1328,1727,1235,451,312,384,668,195,498,2922,922,407,604,359,1310,543,331,344,1007,207,467,598,244,48,9,5,19,22,6,3,0,0,0,1,4,0,1,2,0,556,876,711,844,0,0,0,0,0,121
SAMP_9081,477,258,474,286,51,74,200,126,24,41,2922,1434,1181,945,1082,1180,616,523,488,888,241,638,659,704,54,10,10,22,30,2,2,4,2,2,2,2,0,1,4,0,649,696,584,328,0,0,0,0,0,0
SAMP_9082,34,22,57,34,12,6,5,3,1,2,2001,1651,2398,728,1577,1185,784,860,631,1540,441,890,428,775,171,67,36,111,97,15,5,8,1,3,5,23,1,6,6,3,419,348,512,365,0,0,0,0,0,0
SAMP_9083,469,375,628,405,105,60,110,221,30,73,597,507,223,339,161,516,280,155,167,250,75,136,407,179,10,7,2,3,11,0,1,2,1,0,0,3,0,1,3,0,333,376,178,275,0,0,0,0,0,0
SAMP_9084,0,0,1,1,0,0,0,0,0,0,143,644,568,57,117,45,19,474,1016,471,2310,1468,1,23,2411,697,1058,836,884,346,253,194,78,73,135,267,22,125,184,20,842,754,471,645,0,0,0,0,0,0
SAMP_9085,563,419,1061,627,197,153,146,190,46,215,3320,1539,1273,602,1098,1741,1508,1015,447,1449,203,1062,656,666,71,22,24,22,58,11,2,3,1,1,2,1,0,0,4,0,603,519,522,882,0,0,0,0,0,0
SAMP_9086,3888,3899,3522,2943,1519,845,1218,783,386,646,2445,1218,479,391,452,1221,868,331,354,965,161,247,936,291,62,21,17,12,24,3,6,1,1,0,1,4,2,1,5,0,1599,822,543,1046,0,0,0,0,0,0
SAMP_9087,80,36,75,40,10,4,14,6,5,5,1266,567,578,296,433,669,447,384,373,908,257,471,470,510,52,17,5,13,32,6,1,0,0,0,5,1,0,2,3,0,201,188,204,128,0,0,0,0,0,0
SAMP_9088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4267,3029,3004,2032,1819,1375,1409,1565,3213,1803,2452,1268,1740,1038,1195,1694,1344,1594,441,599,0,0,0,0,0,0
SAMP_9089,1486,845,1822,1239,441,199,410,706,109,292,2893,863,444,218,749,2077,923,415,406,1097,243,623,701,422,29,7,10,18,17,5,3,2,3,2,2,3,0,0,6,0,1050,756,596,848,0,0,0,0,0,0
SAMP_9090,5,8,13,11,0,0,5,1,0,1,2391,1290,1644,360,519,683,464,1443,1816,1912,861,1765,214,713,347,127,85,175,122,39,27,15,5,3,5,13,3,9,24,1,368,327,205,422,0,15,0,0,0,0
SAMP_9091,11,9,81,35,7,1,5,14,2,4,3207,1882,1360,987,922,1025,770,1322,623,1869,926,1303,663,803,154,74,39,116,102,17,14,13,8,3,5,17,2,1,8,1,563,711,426,354,0,0,0,0,0,0
SAMP_9092,3155,4379,2813,2907,1111,2106,1167,1572,675,689,1517,790,234,166,296,1643,150,137,262,366,96,179,224,176,43,10,4,7,19,3,1,0,0,0,1,1,1,0,8,0,1511,1666,663,1171,0,0,0,0,0,0
SAMP_9093,100,64,263,173,22,12,50,35,8,24,4429,3001,2610,2377,2462,2455,1927,1902,1687,2196,1118,1819,804,1592,273,83,43,100,91,20,16,6,4,2,4,10,0,7,15,4,976,1697,1125,551,0,0,0,0,0,0
SAMP_9094,0,0,0,0,0,0,1,0,0,0,226,759,644,34,170,100,26,761,1021,283,1952,1390,0,13,2361,1386,858,983,1338,423,195,173,160,99,120,239,56,121,514,17,995,699,795,785,0,0,0,0,0,0
SAMP_9095,44,28,83,68,8,3,28,14,4,8,3639,2569,4382,1505,2133,2802,894,1522,1623,3011,1741,1104,775,887,528,112,86,79,190,23,23,8,7,1,6,19,4,9,26,0,1029,890,347,797,0,0,0,0,0,0
SAMP_9096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11,0,0,4169,2034,3091,1803,2153,1443,1372,1320,1610,790,1180,910,484,1464,993,448,836,693,435,672,0,0,0,0,0,0
SAMP_9097,693,237,487,556,122,62,194,117,17,94,1991,593,1103,511,607,1312,927,836,446,699,224,617,1066,289,85,17,7,24,26,6,5,0,0,0,2,0,0,2,1,0,456,313,239,344,0,0,0,0,0,0
SAMP_9098,2482,2352,1484,1110,805,485,1023,988,466,620,913,485,183,170,188,697,282,75,143,298,71,111,220,250,19,7,6,18,9,3,2,0,1,0,0,0,0,0,2,0,880,825,606,613,0,0,0,0,0,0
SAMP_9099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3257,2291,1896,1931,1555,1022,809,868,1340,1898,723,1015,489,777,787,887,508,748,388,350,0,0,0,0,0,0
SAMP_9100,236,121,734,253,44,37,97,83,13,62,3980,2847,2985,1300,1525,1600,1608,1842,642,2050,719,1276,1627,1337,99,35,33,68,96,11,10,2,4,1,3,3,1,5,8,0,1199,773,396,661,0,0,0,0,0,0
SAMP_9101,5,4,9,5,0,0,3,0,0,0,1301,2097,2297,749,790,760,335,1442,780,1496,1234,1052,260,326,465,175,74,184,243,51,14,13,6,6,13,27,2,12,25,3,391,440,563,192,0,0,0,0,0,0
SAMP_9102,0,0,0,0,0,0,0,0,0,0,3,132,53,0,6,1,2,132,116,16,1299,471,0,0,3652,1917,2228,1993,2856,3611,1446,840,1031,346,815,1318,225,804,1169,179,1844,1204,754,934,0,0,0,0,0,0
SAMP_9103,168,132,175,295,48,26,101,62,10,29,1208,1299,1060,712,783,1156,668,544,318,1137,404,559,1023,582,62,9,9,41,51,7,5,4,5,1,1,1,0,3,5,0,330,288,317,305,0,20,0,0,0,0
SAMP_9104,1,1,0,0,0,0,0,0,0,0,276,705,960,38,164,81,39,985,1091,462,2653,2516,1,34,3715,1429,1087,1736,1551,1117,466,236,232,100,260,306,56,243,291,41,1538,1433,993,1015,0,0,0,0,0,0
SAMP_9105,1031,938,1340,861,1031,377,622,740,220,249,863,191,133,92,123,378,240,109,91,189,84,57,218,149,8,3,0,8,3,1,0,0,0,0,0,1,0,0,1,1,404,430,456,323,0,0,0,0,0,0
SAMP_9106,2568,1998,2725,1900,497,370,1180,1052,176,635,3622,2697,1087,1607,1225,3575,1417,981,686,1641,614,816,1817,1371,66,49,33,53,53,5,3,3,4,0,4,7,2,1,4,0,2255,1457,679,1756,0,0,0,0,0,0
SAMP_9107,1634,802,1024,740,493,289,318,452,156,336,896,321,276,232,188,724,181,150,78,219,46,117,172,215,28,5,3,11,14,2,2,0,0,0,0,0,0,1,3,0,573,401,389,329,0,0,0,0,0,0
SAMP_9108,0,0,0,0,0,0,0,0,0,0,1,40,21,0,1,0,0,37,46,4,461,242,0,1,5264,2395,2181,2266,1797,1519,1751,964,1106,317,385,1131,222,792,1287,139,929,1219,397,942,0,0,0,0,0,0
SAMP_9109,1173,700,1952,935,402,279,263,554,160,372,1908,748,536,368,476,778,493,236,277,509,204,390,589,636,47,11,6,13,17,2,1,5,1,0,0,1,1,1,1,0,593,598,374,366,0,0,0,0,0,0
SAMP_9110,0,0,1,0,0,0,0,0,0,0,59,309,179,3,35,13,3,317,322,43,1516,759,0,2,1576,1004,1438,1043,1537,539,489,172,374,116,182,246,47,225,468,37,640,955,689,732,0,0,0,0,0,0
SAMP_9111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4191,2098,4082,1902,2839,1731,2265,1299,2199,1535,1258,1586,890,1548,1443,1086,982,1025,990,657,0,0,0,0,0,0
SAMP_9112,22,18,41,15,7,4,13,4,0,1,2554,2756,4928,1141,1211,1333,1714,1830,1889,3231,1378,2019,506,1138,578,133,77,144,308,43,30,9,4,6,10,14,6,9,21,3,732,946,540,795,152,0,0,0,0,0
SAMP_9113,15,8,21,8,2,1,4,3,0,1,2176,2786,2182,987,1435,1133,625,3528,810,1486,1160,1018,264,595,418,81,65,122,194,49,14,15,12,4,15,22,1,11,23,1,445,458,412,491,0,0,0,0,0,0
SAMP_9114,86,64,272,61,18,5,23,23,4,17,5005,3207,2758,1271,1515,1028,1308,1655,1011,2520,586,1196,1243,829,239,62,57,59,112,19,10,5,7,2,5,11,0,4,13,0,965,730,355,514,0,49,0,0,0,0
SAMP_9115,1435,755,1195,1286,246,140,932,425,80,319,6278,2711,2125,2781,3037,3171,3727,2023,871,3675,787,1180,2232,1905,248,48,23,70,102,16,14,6,4,3,5,17,0,2,14,0,1072,1599,996,1770,0,0,0,0,0,0
SAMP_9116,9,4,24,1,1,0,0,5,0,1,1082,877,831,584,522,472,435,474,461,706,422,820,245,392,140,59,62,39,62,9,10,2,6,2,2,11,1,2,10,2,295,229,152,209,0,0,0,0,0,0
SAMP_9117,4,3,6,4,0,1,0,1,0,0,673,548,798,410,424,197,258,592,250,522,454,289,91,247,59,66,33,50,83,16,7,3,0,0,3,9,1,3,13,0,183,176,112,89,17,0,0,0,0,0
SAMP_9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429,1499,1260,1152,775,680,1190,598,562,769,382,1452,490,614,681,351,636,471,339,610,0,0,0,0,0,0
SAMP_9119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031,1923,1794,1133,1162,1369,794,1045,880,998,629,1102,814,872,713,632,609,726,568,404,0,0,0,0,0,0
SAMP_9120,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,67,28,0,0,4336,2370,3282,1969,3241,1666,1878,1075,1420,1344,910,1312,642,880,1577,463,621,853,810,923,0,0,0,0,0,0
SAMP_9121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3202,1771,2154,1742,2340,1168,1411,1192,1114,1070,472,1229,689,1157,577,740,664,595,421,518,0,0,0,0,0,0
SAMP_9122,34,14,70,40,9,5,20,10,4,5,3084,1933,2130,1449,1175,1176,745,898,849,1736,707,1478,607,1025,189,72,40,74,122,29,11,7,5,1,2,23,0,5,19,1,659,533,334,664,0,0,0,0,0,0
SAMP_9123,1,0,0,0,0,0,0,0,0,0,606,630,1220,128,302,220,41,699,677,465,1341,1239,6,57,1181,524,418,733,516,208,111,74,58,33,58,113,14,48,97,8,393,790,510,819,0,0,0,0,0,0
SAMP_9124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2836,2403,1267,1663,1538,1334,1048,690,1858,1186,876,891,525,1214,1137,569,699,714,295,423,0,0,0,41,0,0
SAMP_9125,454,180,357,500,94,44,124,113,29,79,3921,2846,1460,2731,1527,1336,2096,1226,840,2005,521,1799,2071,900,95,81,42,100,75,17,7,5,3,2,7,9,1,5,10,2,865,1463,577,611,0,0,0,0,0,0
SAMP_9126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2368,2878,1947,1877,1759,1547,1813,1002,803,911,1074,1100,1106,1069,856,640,747,711,623,455,0,0,0,0,0,0
SAMP_9127,159,74,336,144,35,21,39,32,2,38,2180,2099,1778,1017,867,2369,1619,1109,901,1401,664,1043,1495,1169,188,26,46,71,43,7,6,5,1,0,7,6,0,3,14,1,694,610,643,369,0,0,0,0,0,0
SAMP_9128,6,4,15,9,0,0,2,1,0,1,2387,3843,4129,1551,998,1088,696,2860,2329,2170,1695,2166,242,377,663,522,233,531,598,140,47,47,40,10,51,81,10,22,51,4,859,1153,954,609,0,0,0,0,0,0
SAMP_9129,0,1,0,0,0,0,0,0,0,0,351,779,1156,60,213,159,72,993,1007,719,1923,1991,6,43,2061,1488,525,1335,1007,402,272,134,157,52,91,306,24,119,192,23,1091,606,805,684,0,0,126,0,0,0
SAMP_9130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582,2445,1724,1269,1325,1293,1209,1190,757,926,781,795,604,857,766,742,680,547,291,399,0,0,0,0,0,0
SAMP_9131,1824,1386,2885,1541,531,363,648,430,207,385,3735,1870,882,852,1119,1596,655,913,664,1177,665,595,1295,962,83,39,25,34,44,7,4,1,2,5,5,6,4,1,5,0,1117,876,612,610,0,0,0,0,0,0
SAMP_9132,0,0,0,0,0,0,0,0,0,0,53,330,189,1,35,15,3,405,285,69,1216,1634,0,0,2556,2290,1675,2308,1271,1209,669,406,447,135,393,716,88,297,550,37,1311,823,826,732,0,0,0,0,17,0
SAMP_9133,16,5,34,18,1,1,6,2,0,1,3668,2212,1392,642,831,1111,760,1199,639,1081,1361,690,473,1005,147,92,48,109,152,16,11,14,2,3,5,10,0,7,14,1,663,584,434,487,0,0,0,0,0,0
SAMP_9134,3535,2869,2968,2790,697,489,666,690,278,505,3957,1798,1089,1500,877,1862,1495,610,481,1379,263,589,1798,1699,108,9,8,26,72,12,3,1,1,0,2,8,0,0,6,0,1233,1869,1200,907,0,0,0,0,0,0
SAMP_9135,0,0,0,0,0,0,0,0,0,0,7,87,68,0,9,2,0,122,139,16,1141,505,0,0,1887,1991,1933,1388,900,514,422,299,314,152,271,482,79,330,588,36,565,783,492,556,0,0,0,0,0,0
SAMP_9136,13,3,13,6,3,2,2,0,0,1,2365,2060,2761,667,1406,1057,599,1547,1675,1893,878,2096,297,560,426,122,169,161,244,39,27,16,8,5,12,27,4,11,19,1,831,462,515,636,0,0,0,0,0,0
SAMP_9137,0,0,2,0,0,0,0,0,0,0,363,494,1024,151,300,125,106,778,959,338,1043,1375,6,57,1065,722,397,770,525,178,137,38,38,30,45,39,11,45,133,4,496,784,402,511,0,0,0,0,0,0
SAMP_9138,650,462,1188,488,130,66,265,305,43,105,1981,1328,716,1004,615,866,666,570,424,1455,298,530,989,571,55,26,15,39,18,5,3,0,1,0,2,6,0,0,1,0,743,740,743,912,0,0,0,0,0,0
SAMP_9139,110,67,183,197,16,12,63,38,7,20,4170,2587,2585,2379,1814,2228,1226,1544,600,2429,666,1435,1549,886,151,74,40,98,111,18,18,5,5,0,3,12,0,2,8,0,888,413,620,470,0,0,0,0,0,0
SAMP_9140,4,4,3,0,0,0,0,1,0,0,802,846,2310,301,344,326,215,1596,1410,1157,2225,1936,29,201,1303,547,252,648,832,130,94,71,30,17,51,79,9,34,114,2,966,811,642,381,0,0,0,0,0,0
