sample_id,true_pmi_days,ambient_temp_c,humidity_pct,accumulated_degree_days,sample_site,decomposition_stage
SAMP_7697,5.35,23.6,48.4,126.3,skin_surface,Bloat
SAMP_7698,11.7,12.3,74.1,143.87,skin_surface,Bloat
SAMP_7699,4.22,26.2,77.8,110.45,oral_cavity,Bloat
SAMP_7700,3.25,16.0,43.6,51.95,skin_surface,Bloat
SAMP_7701,30.0,22.9,82.5,687.0,skin_surface,Dry Remains
SAMP_7702,13.89,18.9,81.5,262.61,soil_interface,Active Decay
SAMP_7703,10.35,30.6,63.6,316.66,soil_interface,Active Decay
SAMP_7704,4.39,27.8,68.0,122.03,skin_surface,Bloat
SAMP_7705,0.5,19.0,75.7,9.58,oral_cavity,Fresh
SAMP_7706,0.32,21.5,73.8,6.78,skin_surface,Fresh
SAMP_7707,8.08,23.0,40.8,185.8,skin_surface,Active Decay
SAMP_7708,14.36,25.5,46.1,366.08,oral_cavity,Advanced Decay
SAMP_7709,7.71,22.1,48.1,170.36,oral_cavity,Active Decay
SAMP_7710,18.38,17.9,77.8,328.91,soil_interface,Active Decay
SAMP_7711,0.34,19.1,62.0,6.49,oral_cavity,Fresh
SAMP_7712,4.57,22.0,67.3,100.52,oral_cavity,Bloat
SAMP_7713,2.71,26.9,78.6,72.79,skin_surface,Bloat
SAMP_7714,5.93,23.7,57.0,140.52,soil_interface,Bloat
SAMP_7715,0.75,18.9,77.4,14.2,soil_interface,Fresh
SAMP_7716,30.0,24.6,62.1,738.0,soil_interface,Dry Remains
SAMP_7717,2.53,20.5,58.9,51.79,skin_surface,Bloat
SAMP_7718,25.55,25.6,56.7,654.08,skin_surface,Dry Remains
SAMP_7719,5.55,32.0,88.2,177.58,soil_interface,Active Decay
SAMP_7720,30.0,20.6,78.6,618.0,skin_surface,Dry Remains
SAMP_7721,8.08,25.2,41.0,203.51,oral_cavity,Active Decay
SAMP_7722,26.71,19.0,87.9,507.53,skin_surface,Advanced Decay
SAMP_7723,0.1,21.6,78.8,2.16,soil_interface,Fresh
SAMP_7724,13.79,22.1,47.5,304.82,soil_interface,Active Decay
SAMP_7725,23.34,21.2,43.8,494.72,oral_cavity,Advanced Decay
SAMP_7726,1.5,31.9,55.4,48.01,skin_surface,Bloat
SAMP_7727,1.01,20.8,71.2,21.02,soil_interface,Fresh
SAMP_7728,5.53,24.3,70.8,134.29,oral_cavity,Bloat
SAMP_7729,27.13,14.3,53.8,387.99,skin_surface,Advanced Decay
SAMP_7730,7.82,23.7,62.3,185.27,skin_surface,Active Decay
SAMP_7731,7.5,26.6,50.6,199.4,oral_cavity,Active Decay
SAMP_7732,1.52,19.9,42.5,30.27,skin_surface,Fresh
SAMP_7733,0.1,12.0,65.8,1.2,skin_surface,Fresh
SAMP_7734,16.61,21.8,57.3,362.2,skin_surface,Advanced Decay
SAMP_7735,0.92,22.1,67.1,20.25,soil_interface,Fresh
SAMP_7736,10.05,24.9,87.3,250.17,skin_surface,Active Decay
SAMP_7737,24.61,30.0,47.2,738.18,soil_interface,Dry Remains
SAMP_7738,2.34,20.5,40.1,47.97,skin_surface,Bloat
SAMP_7739,10.94,18.6,43.8,203.57,oral_cavity,Active Decay
SAMP_7740,0.82,17.3,63.1,14.18,skin_surface,Fresh
SAMP_7741,9.26,22.8,75.3,211.06,skin_surface,Active Decay
SAMP_7742,1.79,23.9,69.0,42.79,oral_cavity,Bloat
SAMP_7743,13.32,19.8,64.7,263.66,oral_cavity,Active Decay
SAMP_7744,3.58,25.1,57.7,89.97,soil_interface,Bloat
SAMP_7745,6.22,23.9,55.5,148.77,skin_surface,Bloat
SAMP_7746,9.15,22.2,58.8,203.1,oral_cavity,Active Decay
SAMP_7747,1.88,18.4,70.6,34.57,oral_cavity,Fresh
SAMP_7748,13.53,20.1,48.4,272.03,oral_cavity,Active Decay
SAMP_7749,3.6,12.3,78.6,44.34,skin_surface,Bloat
SAMP_7750,10.86,22.9,68.8,248.65,oral_cavity,Active Decay
SAMP_7751,1.72,22.1,53.5,38.08,oral_cavity,Bloat
SAMP_7752,11.65,22.8,65.1,265.65,oral_cavity,Active Decay
SAMP_7753,1.37,24.0,88.1,32.92,skin_surface,Fresh
SAMP_7754,5.54,23.5,41.0,130.19,oral_cavity,Bloat
SAMP_7755,2.84,21.6,50.0,61.34,oral_cavity,Bloat
SAMP_7756,13.8,22.2,62.4,306.32,oral_cavity,Active Decay
SAMP_7757,3.04,16.4,71.9,49.83,oral_cavity,Bloat
SAMP_7758,21.35,19.7,50.6,420.53,oral_cavity,Advanced Decay
SAMP_7759,22.24,22.2,86.6,493.72,skin_surface,Advanced Decay
SAMP_7760,2.19,19.1,72.1,41.77,skin_surface,Bloat
SAMP_7761,9.52,25.4,83.9,241.69,oral_cavity,Active Decay
SAMP_7762,0.92,19.4,56.5,17.81,soil_interface,Fresh
SAMP_7763,4.97,22.9,81.4,113.77,skin_surface,Bloat
SAMP_7764,12.49,22.5,58.9,281.11,oral_cavity,Active Decay
SAMP_7765,10.77,25.0,52.6,269.28,oral_cavity,Active Decay
SAMP_7766,9.8,25.6,85.6,250.89,soil_interface,Active Decay
SAMP_7767,3.32,24.8,44.6,82.35,soil_interface,Bloat
SAMP_7768,4.75,13.6,87.1,64.58,oral_cavity,Bloat
SAMP_7769,1.09,26.8,62.9,29.12,oral_cavity,Fresh
SAMP_7770,12.69,28.1,89.6,356.72,skin_surface,Advanced Decay
SAMP_7771,7.01,20.1,67.0,140.89,skin_surface,Bloat
SAMP_7772,12.34,22.9,77.9,282.5,skin_surface,Active Decay
SAMP_7773,2.86,18.4,40.4,52.67,skin_surface,Bloat
SAMP_7774,3.92,14.2,64.8,55.69,oral_cavity,Bloat
SAMP_7775,4.07,19.0,76.9,77.29,oral_cavity,Bloat
SAMP_7776,0.26,19.8,79.1,5.16,skin_surface,Fresh
SAMP_7777,4.17,20.6,47.9,85.92,soil_interface,Bloat
SAMP_7778,16.26,18.2,60.9,295.95,oral_cavity,Active Decay
SAMP_7779,22.76,19.1,61.0,434.7,skin_surface,Advanced Decay
SAMP_7780,7.3,22.0,45.2,160.66,skin_surface,Active Decay
SAMP_7781,6.08,18.9,62.2,114.89,oral_cavity,Bloat
SAMP_7782,0.31,24.2,80.4,7.58,soil_interface,Fresh
SAMP_7783,21.14,24.7,55.0,522.07,skin_surface,Advanced Decay
SAMP_7784,0.13,31.5,61.6,4.13,skin_surface,Fresh
SAMP_7785,28.96,26.5,88.0,767.41,skin_surface,Dry Remains
SAMP_7786,6.72,23.0,41.6,154.52,oral_cavity,Active Decay
SAMP_7787,4.18,19.5,69.6,81.6,skin_surface,Bloat
SAMP_7788,25.8,23.2,77.2,598.54,skin_surface,Advanced Decay
SAMP_7789,0.25,23.3,78.0,5.75,oral_cavity,Fresh
SAMP_7790,8.71,19.9,75.8,173.31,skin_surface,Active Decay
SAMP_7791,7.96,25.1,76.3,199.83,oral_cavity,Active Decay
SAMP_7792,2.48,16.4,43.0,40.6,oral_cavity,Bloat
SAMP_7793,5.6,21.0,66.7,117.64,skin_surface,Bloat
SAMP_7794,10.56,24.2,79.1,255.63,oral_cavity,Active Decay
SAMP_7795,12.99,20.8,44.7,270.14,skin_surface,Active Decay
SAMP_7796,0.1,21.2,40.6,2.12,soil_interface,Fresh
SAMP_7797,27.62,21.4,80.7,591.13,oral_cavity,Advanced Decay
SAMP_7798,1.8,18.7,75.6,33.61,skin_surface,Fresh
SAMP_7799,2.66,26.7,60.6,71.03,skin_surface,Bloat
SAMP_7800,3.06,17.9,87.0,54.74,skin_surface,Bloat
SAMP_7801,0.39,23.3,78.3,8.98,skin_surface,Fresh
SAMP_7802,1.31,23.7,88.4,31.12,skin_surface,Fresh
SAMP_7803,30.0,18.2,86.5,546.0,oral_cavity,Advanced Decay
SAMP_7804,3.79,22.3,64.1,84.44,oral_cavity,Bloat
SAMP_7805,1.23,18.4,77.7,22.54,skin_surface,Fresh
SAMP_7806,1.13,27.6,73.5,31.23,oral_cavity,Fresh
SAMP_7807,12.71,17.4,80.6,221.16,soil_interface,Active Decay
SAMP_7808,19.28,19.4,79.4,374.04,skin_surface,Advanced Decay
SAMP_7809,2.97,17.1,47.7,50.79,oral_cavity,Bloat
SAMP_7810,0.21,16.6,51.7,3.51,oral_cavity,Fresh
SAMP_7811,2.52,28.4,53.3,71.69,oral_cavity,Bloat
SAMP_7812,0.58,24.2,80.9,14.08,skin_surface,Fresh
SAMP_7813,1.09,22.6,80.5,24.67,soil_interface,Fresh
SAMP_7814,5.65,19.4,64.8,109.57,oral_cavity,Bloat
SAMP_7815,2.61,25.6,69.0,66.88,oral_cavity,Bloat
SAMP_7816,7.26,18.7,81.3,135.68,oral_cavity,Bloat
SAMP_7817,2.92,25.2,55.6,73.67,oral_cavity,Bloat
SAMP_7818,28.22,18.5,42.5,522.15,skin_surface,Advanced Decay
SAMP_7819,23.64,19.4,64.1,458.59,skin_surface,Advanced Decay
SAMP_7820,8.37,25.0,85.7,209.14,oral_cavity,Active Decay
SAMP_7821,4.38,25.5,79.5,111.59,skin_surface,Bloat
SAMP_7822,4.8,24.4,58.3,117.09,oral_cavity,Bloat
SAMP_7823,5.31,17.8,43.2,94.48,oral_cavity,Bloat
SAMP_7824,13.0,20.2,71.8,262.68,oral_cavity,Active Decay
SAMP_7825,6.01,22.6,81.7,135.79,skin_surface,Bloat
SAMP_7826,19.43,18.6,73.2,361.4,skin_surface,Advanced Decay
SAMP_7827,28.84,27.5,61.3,793.13,oral_cavity,Dry Remains
SAMP_7828,4.09,12.4,46.2,50.76,oral_cavity,Bloat
SAMP_7829,8.23,18.9,85.5,155.46,oral_cavity,Active Decay
SAMP_7830,1.0,20.0,53.8,19.98,oral_cavity,Fresh
SAMP_7831,2.24,12.0,51.2,26.85,skin_surface,Fresh
SAMP_7832,5.34,16.4,80.8,87.5,oral_cavity,Bloat
SAMP_7833,2.31,24.5,89.1,56.58,skin_surface,Bloat
SAMP_7834,20.92,22.1,73.0,462.33,oral_cavity,Advanced Decay
SAMP_7835,1.72,28.3,71.2,48.77,skin_surface,Bloat
SAMP_7836,6.08,28.2,56.0,171.51,skin_surface,Active Decay
SAMP_7837,9.31,23.7,41.0,220.56,skin_surface,Active Decay
SAMP_7838,11.77,23.3,49.6,274.29,oral_cavity,Active Decay
SAMP_7839,4.83,22.3,69.2,107.71,oral_cavity,Bloat
SAMP_7840,20.33,12.0,47.6,244.0,oral_cavity,Active Decay
SAMP_7841,8.4,16.4,84.2,137.77,skin_surface,Bloat
SAMP_7842,5.79,22.4,49.4,129.68,oral_cavity,Bloat
SAMP_7843,0.7,24.5,66.1,17.05,oral_cavity,Fresh
SAMP_7844,6.25,23.2,65.6,144.98,soil_interface,Bloat
SAMP_7845,17.19,18.4,70.2,316.28,oral_cavity,Active Decay
SAMP_7846,9.53,25.7,56.4,245.0,soil_interface,Active Decay
SAMP_7847,17.85,27.9,83.7,497.95,soil_interface,Advanced Decay
SAMP_7848,6.81,25.8,62.2,175.76,soil_interface,Active Decay
SAMP_7849,1.26,26.0,75.0,32.78,soil_interface,Fresh
SAMP_7850,0.14,19.8,71.8,2.72,oral_cavity,Fresh
SAMP_7851,3.61,26.3,45.9,95.02,oral_cavity,Bloat
SAMP_7852,11.97,22.6,71.1,270.59,oral_cavity,Active Decay
SAMP_7853,15.62,24.0,67.5,374.85,oral_cavity,Advanced Decay
SAMP_7854,3.51,23.5,84.9,82.4,oral_cavity,Bloat
SAMP_7855,6.84,21.5,84.0,147.17,soil_interface,Bloat
SAMP_7856,5.47,18.6,47.5,101.68,oral_cavity,Bloat
SAMP_7857,5.29,21.7,44.1,114.69,oral_cavity,Bloat
SAMP_7858,2.63,25.9,54.7,68.15,skin_surface,Bloat
SAMP_7859,1.47,20.2,89.3,29.62,oral_cavity,Fresh
SAMP_7860,2.19,25.6,41.1,56.07,oral_cavity,Bloat
SAMP_7861,0.57,24.9,73.6,14.17,oral_cavity,Fresh
SAMP_7862,2.21,20.8,70.4,45.93,soil_interface,Bloat
SAMP_7863,0.1,27.6,72.3,2.76,skin_surface,Fresh
SAMP_7864,9.87,20.6,50.9,203.3,skin_surface,Active Decay
SAMP_7865,3.8,28.0,51.3,106.5,oral_cavity,Bloat
SAMP_7866,30.0,23.7,61.5,711.0,soil_interface,Dry Remains
SAMP_7867,2.15,21.9,44.8,47.16,oral_cavity,Bloat
SAMP_7868,4.24,18.4,43.7,78.09,skin_surface,Bloat
SAMP_7869,4.43,21.6,44.4,95.67,soil_interface,Bloat
SAMP_7870,0.1,21.2,68.6,2.12,skin_surface,Fresh
SAMP_7871,18.28,17.0,59.9,310.7,skin_surface,Active Decay
SAMP_7872,0.33,21.1,54.7,6.86,oral_cavity,Fresh
SAMP_7873,28.16,18.8,55.8,529.49,oral_cavity,Advanced Decay
SAMP_7874,22.26,24.3,50.4,540.99,soil_interface,Advanced Decay
SAMP_7875,7.67,27.2,60.6,208.58,oral_cavity,Active Decay
SAMP_7876,7.84,17.1,50.2,134.13,soil_interface,Bloat
SAMP_7877,10.61,28.8,74.9,305.47,skin_surface,Active Decay
SAMP_7878,4.89,21.5,46.2,105.24,skin_surface,Bloat
SAMP_7879,10.42,18.1,87.4,188.59,skin_surface,Active Decay
SAMP_7880,0.46,25.0,44.5,11.45,oral_cavity,Fresh
SAMP_7881,0.56,20.2,87.2,11.22,oral_cavity,Fresh
SAMP_7882,6.11,21.7,81.7,132.6,oral_cavity,Bloat
SAMP_7883,7.98,20.4,74.0,162.72,oral_cavity,Active Decay
SAMP_7884,21.88,18.7,85.6,409.09,soil_interface,Advanced Decay
SAMP_7885,1.11,24.9,47.0,27.53,oral_cavity,Fresh
SAMP_7886,17.3,20.9,48.8,361.49,skin_surface,Advanced Decay
SAMP_7887,2.36,16.3,52.6,38.43,oral_cavity,Bloat
SAMP_7888,5.01,24.2,52.2,121.25,skin_surface,Bloat
SAMP_7889,3.81,17.2,55.5,65.48,skin_surface,Bloat
SAMP_7890,5.11,17.4,68.8,88.93,skin_surface,Bloat
SAMP_7891,1.63,26.8,41.4,43.71,soil_interface,Bloat
SAMP_7892,7.0,17.2,59.1,120.45,soil_interface,Bloat
SAMP_7893,16.18,12.7,52.3,205.45,skin_surface,Active Decay
SAMP_7894,5.83,24.5,70.3,142.73,soil_interface,Bloat
SAMP_7895,6.75,20.8,89.3,140.31,skin_surface,Bloat
SAMP_7896,18.89,21.1,65.9,398.57,soil_interface,Advanced Decay
SAMP_7897,12.24,20.7,61.3,253.45,skin_surface,Active Decay
SAMP_7898,6.74,22.9,58.4,154.4,oral_cavity,Active Decay
SAMP_7899,2.98,19.0,79.2,56.62,soil_interface,Bloat
SAMP_7900,21.62,27.9,43.6,603.25,oral_cavity,Dry Remains
SAMP_7901,8.6,16.1,88.0,138.53,oral_cavity,Bloat
SAMP_7902,2.5,23.8,60.9,59.48,oral_cavity,Bloat
SAMP_7903,3.14,24.6,55.7,77.12,oral_cavity,Bloat
SAMP_7904,16.25,19.0,88.7,308.79,oral_cavity,Active Decay
SAMP_7905,0.45,17.9,86.8,8.08,skin_surface,Fresh
SAMP_7906,30.0,26.1,72.1,783.0,soil_interface,Dry Remains
SAMP_7907,1.4,18.0,40.9,25.14,oral_cavity,Fresh
SAMP_7908,15.9,19.6,77.4,311.63,skin_surface,Active Decay
SAMP_7909,5.02,25.5,56.8,128.05,oral_cavity,Bloat
SAMP_7910,6.78,22.1,59.4,149.77,oral_cavity,Bloat
SAMP_7911,21.26,14.8,47.9,314.6,skin_surface,Active Decay
SAMP_7912,5.33,29.0,66.2,154.45,soil_interface,Active Decay
SAMP_7913,7.71,19.9,77.2,153.45,oral_cavity,Active Decay
SAMP_7914,0.51,20.4,53.7,10.31,oral_cavity,Fresh
SAMP_7915,0.1,23.0,86.9,2.3,oral_cavity,Fresh
SAMP_7916,2.81,24.5,49.7,68.79,soil_interface,Bloat
SAMP_7917,11.41,29.8,43.3,340.09,oral_cavity,Active Decay
SAMP_7918,1.29,15.4,72.2,19.91,skin_surface,Fresh
SAMP_7919,1.21,25.3,82.5,30.55,soil_interface,Fresh
SAMP_7920,5.29,25.0,87.7,132.32,skin_surface,Bloat
SAMP_7921,10.44,21.5,78.4,224.39,soil_interface,Active Decay
SAMP_7922,12.45,25.1,50.0,312.51,soil_interface,Active Decay
SAMP_7923,1.97,25.7,88.9,50.52,skin_surface,Bloat
SAMP_7924,0.83,16.5,86.0,13.68,skin_surface,Fresh
SAMP_7925,28.2,29.0,48.2,817.81,oral_cavity,Dry Remains
SAMP_7926,3.02,15.8,67.9,47.72,soil_interface,Bloat
SAMP_7927,19.2,17.5,67.8,335.94,oral_cavity,Active Decay
SAMP_7928,19.91,21.0,62.1,418.19,skin_surface,Advanced Decay
SAMP_7929,14.81,29.7,89.2,439.77,oral_cavity,Advanced Decay
SAMP_7930,1.85,20.8,43.0,38.46,oral_cavity,Bloat
SAMP_7931,17.25,21.9,71.4,377.74,oral_cavity,Advanced Decay
SAMP_7932,14.66,27.7,50.3,406.2,skin_surface,Advanced Decay
SAMP_7933,9.08,20.8,66.4,188.89,oral_cavity,Active Decay
SAMP_7934,4.11,17.3,79.0,71.15,oral_cavity,Bloat
SAMP_7935,3.05,20.3,52.3,61.81,oral_cavity,Bloat
SAMP_7936,1.3,27.5,59.7,35.75,oral_cavity,Bloat
SAMP_7937,7.13,22.3,87.5,158.97,skin_surface,Active Decay
SAMP_7938,8.8,29.7,78.1,261.39,oral_cavity,Active Decay
SAMP_7939,4.45,25.0,68.6,111.31,oral_cavity,Bloat
SAMP_7940,6.45,19.4,51.1,125.14,skin_surface,Bloat
SAMP_7941,4.52,22.2,61.3,100.3,skin_surface,Bloat
SAMP_7942,10.24,18.6,78.7,190.55,skin_surface,Active Decay
SAMP_7943,23.15,19.3,81.0,446.84,soil_interface,Advanced Decay
SAMP_7944,1.79,32.0,52.2,57.29,oral_cavity,Bloat
SAMP_7945,4.8,26.1,73.1,125.36,soil_interface,Bloat
SAMP_7946,1.52,25.4,44.8,38.57,skin_surface,Bloat
SAMP_7947,9.81,19.5,41.2,191.23,skin_surface,Active Decay
SAMP_7948,13.05,28.3,67.4,369.36,skin_surface,Advanced Decay
SAMP_7949,26.87,26.4,51.2,709.36,oral_cavity,Dry Remains
SAMP_7950,3.27,29.5,43.9,96.45,oral_cavity,Bloat
SAMP_7951,30.0,29.3,76.5,878.99,skin_surface,Dry Remains
SAMP_7952,0.65,16.1,64.9,10.52,oral_cavity,Fresh
SAMP_7953,9.24,17.6,79.8,162.6,skin_surface,Active Decay
SAMP_7954,0.59,18.0,73.2,10.59,skin_surface,Fresh
SAMP_7955,22.42,18.2,76.5,408.08,oral_cavity,Advanced Decay
SAMP_7956,7.55,23.3,55.4,175.83,oral_cavity,Active Decay
SAMP_7957,11.07,19.7,53.2,218.02,oral_cavity,Active Decay
SAMP_7958,17.81,30.3,70.0,539.72,oral_cavity,Advanced Decay
SAMP_7959,1.63,29.6,50.0,48.21,oral_cavity,Bloat
SAMP_7960,0.39,22.0,80.8,8.66,oral_cavity,Fresh
SAMP_7961,21.11,29.8,66.1,629.07,oral_cavity,Dry Remains
SAMP_7962,3.78,28.0,51.3,105.91,oral_cavity,Bloat
SAMP_7963,1.38,20.2,71.3,27.89,oral_cavity,Fresh
SAMP_7964,6.32,14.0,87.3,88.48,soil_interface,Bloat
SAMP_7965,9.12,21.1,44.1,192.45,soil_interface,Active Decay
SAMP_7966,0.31,19.4,45.5,6.1,oral_cavity,Fresh
SAMP_7967,3.21,22.8,82.2,73.29,oral_cavity,Bloat
SAMP_7968,0.33,22.4,45.5,7.47,skin_surface,Fresh
SAMP_7969,5.45,22.3,42.0,121.6,oral_cavity,Bloat
SAMP_7970,22.55,24.1,57.4,543.39,skin_surface,Advanced Decay
SAMP_7971,30.0,17.1,63.3,513.0,oral_cavity,Advanced Decay
SAMP_7972,10.13,23.6,68.5,239.18,oral_cavity,Active Decay
SAMP_7973,1.76,20.2,65.4,35.61,soil_interface,Bloat
SAMP_7974,23.63,22.8,85.7,538.73,soil_interface,Advanced Decay
SAMP_7975,7.26,25.8,78.4,187.36,soil_interface,Active Decay
SAMP_7976,1.67,17.1,89.2,28.55,oral_cavity,Fresh
SAMP_7977,25.48,20.9,63.8,532.44,soil_interface,Advanced Decay
SAMP_7978,14.17,21.5,44.2,304.57,skin_surface,Active Decay
SAMP_7979,13.16,19.9,87.8,261.82,skin_surface,Active Decay
SAMP_7980,12.35,25.6,40.2,316.17,soil_interface,Active Decay
SAMP_7981,2.24,19.1,78.8,42.7,soil_interface,Bloat
SAMP_7982,2.37,19.8,41.6,46.93,skin_surface,Bloat
SAMP_7983,11.66,19.2,78.1,223.81,oral_cavity,Active Decay
SAMP_7984,2.48,26.4,86.9,65.5,skin_surface,Bloat
SAMP_7985,5.77,20.0,59.5,115.49,skin_surface,Bloat
SAMP_7986,15.23,23.8,52.0,362.54,soil_interface,Advanced Decay
SAMP_7987,15.32,29.9,51.3,458.14,skin_surface,Advanced Decay
SAMP_7988,6.04,21.7,64.6,131.02,oral_cavity,Bloat
SAMP_7989,15.71,26.4,48.5,414.78,skin_surface,Advanced Decay
SAMP_7990,18.24,28.7,73.6,523.49,oral_cavity,Advanced Decay
SAMP_7991,10.64,26.1,58.4,277.59,soil_interface,Active Decay
SAMP_7992,2.59,21.9,56.2,56.79,oral_cavity,Bloat
SAMP_7993,3.2,24.6,63.1,78.77,skin_surface,Bloat
SAMP_7994,3.78,16.9,67.1,63.9,soil_interface,Bloat
SAMP_7995,1.24,18.9,47.1,23.48,skin_surface,Fresh
SAMP_7996,3.19,19.6,75.4,62.53,soil_interface,Bloat
SAMP_7997,2.35,31.0,84.1,72.89,soil_interface,Bloat
SAMP_7998,6.08,18.7,53.9,113.62,oral_cavity,Bloat
SAMP_7999,23.91,18.7,49.0,447.07,skin_surface,Advanced Decay
SAMP_8000,1.1,17.8,78.0,19.64,skin_surface,Fresh
SAMP_8001,12.74,24.2,49.2,308.29,skin_surface,Active Decay
SAMP_8002,11.62,22.6,42.1,262.72,skin_surface,Active Decay
SAMP_8003,1.01,26.3,71.0,26.47,skin_surface,Fresh
SAMP_8004,25.58,24.7,52.0,631.93,oral_cavity,Dry Remains
SAMP_8005,8.4,16.5,48.6,138.67,skin_surface,Bloat
SAMP_8006,4.52,18.8,89.1,85.0,oral_cavity,Bloat
SAMP_8007,14.13,27.5,54.6,388.52,oral_cavity,Advanced Decay
SAMP_8008,2.98,21.2,85.2,63.08,skin_surface,Bloat
SAMP_8009,11.83,26.8,48.9,316.93,skin_surface,Active Decay
SAMP_8010,0.41,21.4,80.9,8.67,oral_cavity,Fresh
SAMP_8011,18.29,18.1,65.1,331.03,skin_surface,Active Decay
SAMP_8012,5.95,20.8,43.9,123.66,oral_cavity,Bloat
SAMP_8013,10.13,18.1,76.7,183.26,soil_interface,Active Decay
SAMP_8014,2.5,19.7,84.6,49.26,oral_cavity,Bloat
SAMP_8015,11.3,22.8,48.2,257.72,oral_cavity,Active Decay
SAMP_8016,14.79,24.0,76.3,355.07,skin_surface,Advanced Decay
SAMP_8017,6.41,15.6,62.3,99.99,skin_surface,Bloat
SAMP_8018,9.62,21.9,77.7,210.59,oral_cavity,Active Decay
SAMP_8019,6.09,19.7,75.7,120.05,oral_cavity,Bloat
SAMP_8020,22.45,19.4,41.3,435.56,oral_cavity,Advanced Decay
SAMP_8021,6.89,22.5,48.9,155.0,oral_cavity,Active Decay
SAMP_8022,18.44,19.8,63.6,365.1,oral_cavity,Advanced Decay
SAMP_8023,16.16,27.5,86.7,444.46,skin_surface,Advanced Decay
SAMP_8024,5.28,26.8,57.1,141.63,soil_interface,Bloat
SAMP_8025,2.61,26.7,71.4,69.81,skin_surface,Bloat
SAMP_8026,5.21,20.0,40.6,104.2,oral_cavity,Bloat
SAMP_8027,17.5,18.2,75.6,318.49,soil_interface,Active Decay
SAMP_8028,2.58,22.3,70.2,57.6,skin_surface,Bloat
SAMP_8029,7.43,21.4,75.8,159.06,oral_cavity,Active Decay
SAMP_8030,16.4,19.6,85.2,321.52,skin_surface,Active Decay
SAMP_8031,4.36,17.3,47.3,75.45,oral_cavity,Bloat
SAMP_8032,10.28,21.8,53.1,224.06,oral_cavity,Active Decay
SAMP_8033,2.82,20.4,89.8,57.5,oral_cavity,Bloat
SAMP_8034,1.16,24.8,47.8,28.7,skin_surface,Fresh
SAMP_8035,15.82,24.7,76.0,390.69,oral_cavity,Advanced Decay
SAMP_8036,1.04,26.4,76.3,27.51,skin_surface,Fresh
SAMP_8037,3.17,17.0,74.1,53.82,skin_surface,Bloat
SAMP_8038,19.32,23.6,51.4,455.9,skin_surface,Advanced Decay
SAMP_8039,4.25,19.1,50.8,81.24,oral_cavity,Bloat
SAMP_8040,30.0,17.1,73.3,513.0,soil_interface,Advanced Decay
SAMP_8041,30.0,20.3,49.3,609.0,skin_surface,Dry Remains
SAMP_8042,3.12,26.3,73.1,82.15,skin_surface,Bloat
SAMP_8043,0.42,20.5,64.6,8.58,skin_surface,Fresh
SAMP_8044,12.21,28.3,59.3,345.54,oral_cavity,Active Decay
SAMP_8045,6.0,24.2,55.0,145.11,oral_cavity,Bloat
SAMP_8046,1.06,20.4,87.4,21.66,skin_surface,Fresh
SAMP_8047,12.29,26.6,65.4,327.01,skin_surface,Active Decay
SAMP_8048,0.32,23.8,68.1,7.54,oral_cavity,Fresh
SAMP_8049,20.42,18.3,87.5,373.64,oral_cavity,Advanced Decay
SAMP_8050,1.49,29.4,72.7,43.88,oral_cavity,Bloat
SAMP_8051,1.36,23.0,87.9,31.32,soil_interface,Fresh
SAMP_8052,1.93,22.1,45.3,42.69,oral_cavity,Bloat
SAMP_8053,30.0,18.6,82.3,558.0,oral_cavity,Advanced Decay
SAMP_8054,11.81,26.7,56.8,315.45,soil_interface,Active Decay
SAMP_8055,16.16,24.1,80.5,389.53,skin_surface,Advanced Decay
SAMP_8056,5.07,24.5,82.8,124.19,skin_surface,Bloat
SAMP_8057,4.1,20.0,53.6,81.99,skin_surface,Bloat
SAMP_8058,2.67,25.3,60.4,67.6,skin_surface,Bloat
SAMP_8059,6.55,25.6,76.3,167.72,skin_surface,Active Decay
SAMP_8060,8.03,19.3,45.0,154.9,oral_cavity,Active Decay
SAMP_8061,9.99,16.3,77.8,162.85,soil_interface,Active Decay
SAMP_8062,2.97,24.3,45.5,72.22,oral_cavity,Bloat
SAMP_8063,29.69,15.7,85.7,466.16,oral_cavity,Advanced Decay
SAMP_8064,1.86,22.6,53.8,42.04,oral_cavity,Bloat
SAMP_8065,30.0,20.2,68.8,606.0,skin_surface,Dry Remains
SAMP_8066,0.15,26.9,45.9,4.03,skin_surface,Fresh
SAMP_8067,6.56,20.4,53.5,133.84,skin_surface,Bloat
SAMP_8068,4.06,26.4,60.2,107.06,skin_surface,Bloat
SAMP_8069,5.96,19.9,64.4,118.65,oral_cavity,Bloat
SAMP_8070,8.46,26.0,40.0,219.83,oral_cavity,Active Decay
SAMP_8071,5.72,30.2,84.4,172.74,skin_surface,Active Decay
SAMP_8072,5.36,17.7,40.4,94.85,oral_cavity,Bloat
SAMP_8073,13.19,23.2,78.7,306.12,oral_cavity,Active Decay
SAMP_8074,11.58,32.0,63.5,370.55,soil_interface,Advanced Decay
SAMP_8075,17.91,22.3,66.2,399.48,skin_surface,Advanced Decay
SAMP_8076,2.88,22.2,50.4,63.85,oral_cavity,Bloat
SAMP_8077,9.4,25.2,70.4,236.98,skin_surface,Active Decay
SAMP_8078,8.8,22.2,66.9,195.35,skin_surface,Active Decay
SAMP_8079,4.62,15.2,48.2,70.17,oral_cavity,Bloat
SAMP_8080,6.66,26.5,51.9,176.4,oral_cavity,Active Decay
